,scan_type,scan_time,snr (dB),drift (Hz),drift_ppm(ppm),grad_perf(G/cm/ms),coil_type,error_temp (°C),sys_temp (°C),cyro_boiloff(liters/hour),rf_power (%),grad_temp (°C),grad_current (A),x_axis_pos (mm),y_axis_pos (mm),z_axis_pos (mm),preds
2394,Knee,166,42.46268135,0.010228767,10228.76736,30.11932572,Knee Coil,35.00587426,35.12373611,5.529201379,53.03305551,37.23552332,47,187.0755987,189.9915241,-18.98351491,No Error
2395,Chest,618,37.05702057,0.012448877,12448.87697,46.46730668,Chest Coil,34.46930638,34.89460358,4.246593102,49.6936146,36.93792971,60,-190.587522,-148.8036318,134.5186598,No Error
2396,Spine,309,40.98162261,0.012578234,12578.23376,21.83247606,Spine Coil,35.21054999,35.19844842,4.798686417,59.06111796,35.56591327,37,-2.513869382,-70.30519831,-66.9280584,No Error
2397,Head,375,35.10203616,0.013674645,13674.64527,35.17942013,Head Coil,34.69496568,34.7970518,3.681060732,46.46662457,36.60719843,29,-134.0015324,-39.20087436,-136.7715784,No Error
2398,Spine,459,36.67445507,0.019239236,19239.2361,38.09637345,Spine Coil,34.44147285,34.45963063,6.484937848,49.81418391,33.81329182,62,145.4429031,-88.03875173,-14.36188575,No Error
2399,Pelvis,505,42.13422081,0.010107161,10107.16084,47.82128179,Pelvis Coil,34.31130055,34.57663204,4.163996748,48.1896504,30.1889008,61,196.6555279,-92.46598921,-80.03316624,No Error
2400,Abdomen,656,43.49864036,0.012049867,12049.86711,21.61218178,Abdomen Coil,34.25035974,34.05305195,3.839531606,42.27085857,34.92594589,28,116.6714798,-175.8498653,-108.8363397,No Error
2401,Hand,546,38.27805342,0.019255543,19255.54304,25.38752649,Hand Coil,34.17403148,34.30667518,5.398730221,46.97186682,35.3219579,63,169.7562795,167.5620997,-175.6548657,No Error
2402,Head,323,36.11826168,0.009287592,9287.592274,26.29467664,Head Coil,34.23299112,33.89242979,4.124460357,41.34754497,36.40077813,43,-138.9916955,-29.77427047,-125.5803561,No Error
2403,Angio,505,42.79235769,0.012190308,12190.30759,47.50258648,Angio Coil,34.6305693,34.78103362,5.74880548,53.39368453,36.33057705,67,-62.08119196,-53.1412777,112.19011,No Error
2404,Head,143,40.18566381,0.016254244,16254.2437,28.62690911,Head Coil,34.21330698,34.12584289,8.116888249,55.94929902,36.9650957,68,91.8118467,-126.0511368,-133.9383596,No Error
2405,Elbow,614,35.08694927,0.014255676,14255.67639,49.2158681,Elbow Coil,34.14165729,34.31216698,4.924307543,50.7642023,36.99994965,63,26.39897818,-121.1967798,0.83607446,No Error
2406,Head,478,37.15287014,0.005729333,5729.333029,27.21997733,Head Coil,34.41706616,34.05401687,5.103551267,51.82976844,34.31010945,35,112.2201388,164.2211467,-162.2221049,No Error
2407,Shoulder,125,36.79709026,0.013438338,13438.33776,26.57779761,Shoulder Coil,34.20388893,34.5909352,4.587670926,49.2655364,37.16341874,60,-48.41039306,51.78194337,-54.73401428,No Error
2408,Chest,353,40.08655556,0.018406184,18406.1839,28.74021401,Chest Coil,34.9514702,35.10777077,4.74177041,58.08887472,35.36775577,41,197.9910196,-80.95725138,72.21761089,No Error
2409,Shoulder,152,37.35111847,0.010968287,10968.28697,42.94173914,Shoulder Coil,35.18577074,34.90658634,3.613668273,48.18672422,32.21461678,39,-25.54596457,-171.5207989,173.0364037,No Error
2410,Hand,295,40.1039804,0.01747215,17472.15004,20.73688564,Hand Coil,34.70462957,34.40100879,5.35793211,47.09878618,35.00460749,61,146.2842646,-150.3675486,167.2234968,No Error
2411,Chest,363,42.82651127,0.00707452,7074.519705,31.19021787,Chest Coil,34.27987855,34.1819454,5.3501998,59.68403534,33.03398155,38,-76.76672429,-27.29410806,0.232416134,No Error
2412,Foot,690,40.04740167,0.015522506,15522.5061,22.88180668,Foot Coil,34.60080259,34.11679981,3.388803006,46.76677242,35.58984581,59,-195.0094659,-86.44740321,196.7444227,No Error
2413,Abdomen,486,43.22647327,0.013416348,13416.3483,30.2766382,Abdomen Coil,34.77622447,35.20492035,5.802753264,46.66547619,32.95330709,25,128.6343597,179.1346788,129.7482628,No Error
2414,Hand,430,37.09284199,0.011099616,11099.61619,41.75651268,Hand Coil,35.13208969,35.40733155,4.21062727,57.45031665,33.15640939,40,-195.1230562,-28.84271253,-5.116884611,No Error
2415,Hand,487,42.09925442,0.013029908,13029.90849,26.29256978,Hand Coil,35.44255342,35.22839074,4.225031372,52.39435464,35.19037872,28,-98.41772499,92.50502704,-153.4213852,No Error
2416,Chest,430,41.45893362,0.01561462,15614.62028,46.17792095,Chest Coil,35.42037088,35.39141163,4.627108596,50.49045851,30.19174344,55,160.9064922,-27.2530202,61.74400055,No Error
2417,Angio,158,41.51351726,0.017747836,17747.83627,22.87159577,Angio Coil,34.59778821,34.99731857,4.728821619,59.13137644,33.09285043,24,121.2402716,-31.51516158,191.1740451,No Error
2418,Shoulder,385,39.5148729,0.015146253,15146.25256,30.32332585,Shoulder Coil,34.09370878,34.34882173,5.423644786,49.01995307,35.30099611,70,58.55767658,183.3280409,-102.2090843,No Error
2419,Spine,148,36.85502031,0.005730784,5730.783804,44.30390628,Spine Coil,35.46498372,35.11635699,3.57864864,55.12203712,34.12914376,49,14.67257872,-76.22988328,157.0336862,No Error
2420,Pelvis,459,35.93249306,0.019956365,19956.36537,28.20665338,Pelvis Coil,35.08684014,35.56158504,4.172799977,56.06640287,33.22861462,55,37.26993367,11.59482452,-93.37948202,No Error
2421,Wrist,192,39.60630718,0.010015026,10015.02583,40.43817131,Wrist Coil,34.39481043,34.43718426,5.149778926,56.41085093,34.24024288,34,73.62543808,-10.78412173,-83.9957038,No Error
2422,Knee,161,38.03030852,0.015666912,15666.91171,48.77167423,Knee Coil,35.21612183,35.20576903,3.332494451,59.19733051,34.16895814,63,-31.24109491,45.83896792,-45.96231797,No Error
2423,Hand,351,39.49507627,0.017007035,17007.03522,33.30843805,Hand Coil,35.36959256,35.28652537,7.034173089,48.45844593,34.04411561,70,-23.41785616,-125.9900666,29.7257177,No Error
2424,Angio,698,43.59550199,0.016836164,16836.16365,46.09923069,Angio Coil,34.18802133,34.38046928,3.402168745,47.41445387,36.62103752,27,-166.6843331,-144.9450424,-100.4066967,No Error
2425,Hand,487,43.79151801,0.008883387,8883.386693,46.52647391,Hand Coil,35.34255085,35.03306361,5.461476586,46.04838165,38.66289157,62,-176.3133081,-60.59750262,44.59503882,No Error
2426,Shoulder,260,35.24380363,0.007816706,7816.706079,45.38371969,Shoulder Coil,34.79143395,34.65847096,5.442718684,53.17867284,32.45199764,70,-121.9649968,168.0299237,-14.64948053,No Error
2427,Wrist,568,44.43726304,0.008069515,8069.515122,27.30827881,Wrist Coil,35.0314471,35.1506936,4.854573139,41.70456723,32.61747076,52,-178.6416986,47.27122387,133.1871095,No Error
2428,Head,644,35.0041619,0.006487406,6487.40575,35.36736873,Head Coil,34.80523284,35.05052566,5.173839011,51.71643884,38.17778398,39,-87.61938906,-19.57944363,-88.10864097,No Error
2429,Chest,243,36.4286274,0.019288211,19288.21057,30.59884832,Chest Coil,34.55755573,34.44649863,5.837301466,50.50267493,34.77932658,29,-193.6562229,-74.50928056,52.24435538,No Error
2430,Abdomen,563,36.43000832,0.013895895,13895.89535,20.49934153,Abdomen Coil,34.65994794,34.84902796,6.283475293,52.7313449,33.02450854,33,-117.035947,-125.0818796,104.6844631,No Error
2431,Pelvis,662,44.75172645,0.015856077,15856.07682,22.85806926,Pelvis Coil,35.32398474,35.09256146,4.127406526,56.035915,35.94762196,54,164.006794,-134.5968638,-49.74779717,No Error
2432,Pelvis,445,39.19734861,0.016283214,16283.21359,24.49375959,Pelvis Coil,35.43220371,35.14958048,5.89793245,54.91691653,34.53471035,21,156.5760244,-51.88298122,160.6851371,No Error
2433,Knee,426,37.44611981,0.009868628,9868.627727,21.04949913,Knee Coil,34.10421847,33.79573762,3.95696192,50.82072285,35.06073501,49,179.55855,-122.9545387,-71.47952093,No Error
2434,Knee,416,38.87895072,0.012498089,12498.08946,24.73577411,Knee Coil,35.13670801,35.63030297,6.604413487,51.01694476,35.99982992,44,162.8241392,63.97616959,-9.96825615,No Error
2435,Hand,452,36.72125509,0.016412106,16412.10602,44.60356229,Hand Coil,34.24013066,33.9347308,4.21420548,49.9041516,37.87712383,70,-38.30096483,181.8597719,189.1314063,No Error
2436,Hand,151,35.76385552,0.018798541,18798.54115,32.17976477,Hand Coil,34.51411173,34.83904188,4.579993879,45.76695755,32.91531281,38,-60.55374618,-131.9140795,-159.4539905,No Error
2437,Abdomen,220,44.74807739,0.011462383,11462.38309,47.38792164,Abdomen Coil,34.53157453,34.60031879,4.68047234,78.75558353,39.27478486,41,-120.5356758,-109.4088239,-41.94716266,201
2438,Knee,459,35.57798142,0.013542871,13542.87108,46.18127948,Knee Coil,34.93389892,34.85829953,3.339729222,43.91354889,36.0269652,67,44.84417988,-180.6302512,185.4309958,No Error
2439,Angio,678,44.852347,0.015198974,15198.97444,26.01420153,Angio Coil,35.30672925,35.12696237,4.322571685,50.49661758,35.42224413,59,141.7666197,-154.0777311,73.0603946,No Error
2440,Knee,500,36.29167268,0.019820228,19820.22821,22.77321834,Knee Coil,35.30562929,35.40795702,5.756895066,54.32871619,36.21504725,31,45.70897387,143.7498864,55.14568972,No Error
2441,Abdomen,343,41.64552774,0.012461499,12461.49934,29.87466823,Abdomen Coil,34.48314004,34.43598875,3.29502257,47.05495462,33.51480903,28,9.536636639,-186.8414307,136.2203517,No Error
2442,Elbow,227,36.81708717,0.01367503,13675.03023,41.91561054,Elbow Coil,34.2501903,33.80933194,4.914410141,63.95320599,33.9079001,37,4.044437283,143.0936034,-139.8452903,No Error
2443,Abdomen,234,42.33626112,0.012835543,12835.54334,37.99434082,Abdomen Coil,34.20236853,34.03559845,4.456528764,47.8077379,33.90830848,46,-58.86657347,50.39092383,113.1013498,No Error
2444,Angio,151,41.59610873,0.00885327,8853.270195,38.60222487,Angio Coil,34.23815958,34.36244197,4.114801607,43.71107564,35.57167104,62,84.83848351,56.04408567,-20.45012114,No Error
2445,Angio,592,41.22891492,0.012487876,12487.87569,41.11251832,Angio Coil,35.07047196,35.1324381,5.816287797,37.64401687,37.24966892,61,-90.81241998,-198.8904914,119.1469782,No Error
2446,Spine,452,42.09122701,0.011379611,11379.61073,36.02683017,Spine Coil,34.79655406,35.12524232,5.233159437,51.70095836,36.26381905,27,-52.97340309,96.57499987,19.10176595,No Error
2447,Angio,224,38.39128807,0.017258567,17258.56689,33.14997579,Angio Coil,34.10382861,33.88328458,5.40250842,37.85503765,36.27519447,21,5.858028625,71.20080998,12.27845468,No Error
2448,Shoulder,258,37.87854098,0.017080948,17080.94822,44.43097814,Shoulder Coil,34.98795358,34.57975237,3.821365944,33.76898696,31.09990818,62,-1.427515598,-167.9687414,94.99822777,No Error
2449,Chest,580,37.12801071,0.011519101,11519.10092,30.50908285,Chest Coil,34.26583283,33.78728865,6.216612149,47.06718595,32.6820208,56,-27.84540088,-4.881348478,-20.35763176,No Error
2450,Head,208,35.91774363,0.008178932,8178.9321,41.21800824,Head Coil,34.65265518,34.35899504,5.513825744,53.52856939,35.5369432,51,-102.2261219,199.7920548,191.8501854,No Error
2451,Hand,639,40.574132,0.014507138,14507.13808,41.07501594,Hand Coil,34.25525206,34.38819038,5.331944707,54.28627131,34.03712822,24,17.5210437,-139.7819455,46.61790731,No Error
2452,Spine,309,41.05339378,0.019958278,19958.27841,44.58387016,Spine Coil,34.86739343,34.84964913,5.240533469,55.02201784,37.72877473,41,-145.2373445,188.9764709,192.5969201,No Error
2453,Head,693,37.02495752,0.009037745,9037.745024,29.46261272,Head Coil,34.00351333,33.59924787,6.056549211,57.61344497,29.86403433,29,188.1303352,-60.83920573,60.50669017,No Error
2454,Abdomen,221,43.07461326,0.007559929,7559.928951,21.8604306,Abdomen Coil,34.52401059,34.38094249,6.408516643,44.66090341,35.44880681,50,53.426483,80.52590648,21.03404907,No Error
2455,Elbow,514,38.46050944,0.01923743,19237.43039,46.38912893,Elbow Coil,35.00432469,34.97020758,4.65786234,72.44937697,34.21805802,39,136.0192158,-63.62372723,147.3606342,201
2456,Abdomen,266,43.10066039,0.018480714,18480.71423,26.16949365,Abdomen Coil,34.17577106,34.18282849,3.636980659,52.59157325,35.86204072,62,45.76149857,68.85466211,67.4418607,No Error
2457,Foot,401,43.32467465,0.018443333,18443.33257,28.81952171,Foot Coil,34.20361468,34.54312172,5.112940194,48.67323985,33.58394685,33,-34.93134778,-132.1856651,55.27314816,No Error
2458,Angio,674,43.94479142,0.01958093,19580.93005,21.72469535,Angio Coil,34.54908761,34.76645712,3.972728819,49.15625236,37.93884765,54,-182.3355714,-19.20087362,-109.1292741,No Error
2459,Shoulder,518,44.30205847,0.011401988,11401.98752,45.06500034,Shoulder Coil,34.80199798,34.85771701,4.746427369,47.34829986,33.39728968,42,-50.87936915,164.1168209,23.30421079,No Error
2460,Abdomen,485,39.0241837,0.012353612,12353.6121,44.25009807,Abdomen Coil,34.43195594,34.68969695,4.788612474,50.92856896,36.2737624,70,-134.7220529,-46.59588592,-149.8577086,No Error
2461,Angio,449,35.29521381,0.010577148,10577.14826,30.30780545,Angio Coil,34.35050286,34.42578607,5.012715032,48.92457296,34.12345761,68,161.3793976,80.06072187,108.2230467,No Error
2462,Angio,257,36.63573786,0.012488416,12488.41635,36.51911497,Angio Coil,34.3913893,34.47839273,5.126262407,59.92530535,32.78405953,22,192.8438179,148.8881814,-159.4755117,No Error
2463,Spine,691,40.24770207,0.009874064,9874.064338,45.70420175,Spine Coil,34.81855932,34.56723925,5.441122441,44.62665738,37.3381071,37,-1.216792645,193.8790734,-105.5508079,No Error
2464,Knee,539,35.26791979,0.019410576,19410.57595,32.32177227,Knee Coil,34.03259185,34.22875705,3.936353196,58.10705528,36.83329971,27,-52.3994593,9.131961087,2.345299761,No Error
2465,Wrist,219,40.21398564,0.018116208,18116.20793,22.30358539,Wrist Coil,34.47937145,34.79196682,5.656529441,51.57752203,32.63137595,57,183.5639121,111.0822261,122.3550415,No Error
2466,Abdomen,223,44.8942298,0.008285476,8285.475971,22.55358431,Abdomen Coil,34.84208377,35.2478637,4.43698768,50.26481178,35.66317526,57,-112.3067145,50.88561571,98.86643071,No Error
2467,Wrist,294,42.4002075,0.019941192,19941.1916,33.60205711,Wrist Coil,35.05840336,35.04230111,4.109876967,51.36477826,34.6025683,36,-195.5950374,-162.8811852,13.80781127,No Error
2468,Shoulder,508,35.56394777,0.015867358,15867.35819,20.75006239,Shoulder Coil,34.15617737,34.0936357,2.741960504,47.80149241,34.17680639,63,-99.33993509,162.2051953,-152.4837197,No Error
2469,Hand,326,36.25236451,0.008980247,8980.246724,24.90734364,Hand Coil,35.43003334,35.47938597,4.747631065,47.09468445,35.06320368,55,158.2148111,-20.14504308,34.09871615,No Error
2470,Angio,159,42.1009304,0.009735378,9735.37753,49.76774816,Angio Coil,34.7047104,34.74763038,6.798935871,50.54070789,32.59115045,33,154.3043665,83.76086997,120.516006,No Error
2471,Head,714,36.75213601,0.009753092,9753.091629,45.47668915,Head Coil,34.11532721,34.30119668,4.544793105,46.37247083,34.05624731,64,171.4695287,175.8880108,67.39899563,No Error
2472,Knee,669,42.04599995,0.006608577,6608.577378,20.94185321,Knee Coil,35.1350286,35.5289059,4.3219717,51.03133237,33.24675886,27,-137.3481383,18.20048691,-106.6481682,No Error
2473,Angio,474,40.19996249,0.007426952,7426.951617,34.92763045,Angio Coil,35.46863547,35.68712198,5.687119778,47.38807451,32.24949887,50,197.9966424,-160.7391479,198.2410472,No Error
2474,Hand,568,35.39910662,0.019837548,19837.54758,47.54302445,Hand Coil,34.3091356,34.38699797,6.857793551,45.59888718,31.27636712,49,117.7260825,-126.1519267,-147.0708562,No Error
2475,Shoulder,323,35.17631296,0.014050719,14050.71889,32.3493981,Shoulder Coil,34.12850741,34.19703568,4.11650699,59.38190563,34.89433185,63,-92.6688953,-149.4046748,137.4624216,No Error
2476,Pelvis,330,40.51655632,0.016834026,16834.02564,22.35479911,Pelvis Coil,34.04680258,33.87219713,16.44344125,47.02366531,36.69543538,65,81.88206712,-92.26498458,60.89232316,111
2477,Wrist,569,39.83669854,0.011397728,11397.72801,42.42522571,Wrist Coil,35.23970032,35.34539372,6.664370388,56.78690136,37.94126271,34,181.7090252,171.3281711,-72.26207269,No Error
2478,Pelvis,579,44.985802,0.009377593,9377.592931,48.96113728,Pelvis Coil,34.20927208,33.73093412,4.897975876,87.45783057,33.18296136,34,119.1806118,94.08542426,-111.0629881,201
2479,Angio,683,44.40590249,0.013078757,13078.75693,44.44462208,Angio Coil,35.39774592,35.53093907,6.23406644,45.13400709,40.23755086,50,119.5531885,-140.3519082,177.8426966,No Error
2480,Shoulder,469,37.17158801,0.01631398,16313.98006,21.93768412,Shoulder Coil,34.89680568,34.88470095,4.090116047,59.91101253,35.1334611,53,42.0788503,-159.2802045,-102.5088178,No Error
2481,Abdomen,196,42.6420863,0.019563449,19563.4487,35.35970655,Abdomen Coil,34.27222027,34.42032093,6.268020935,48.62501398,33.95639505,33,175.0283753,7.975047576,-178.967658,No Error
2482,Wrist,576,41.43868549,0.019061072,19061.07227,39.44434567,Wrist Coil,35.30437626,35.37594446,4.90170715,46.37228303,36.81340947,58,27.63592328,-22.0260566,-28.03396105,No Error
2483,Abdomen,214,42.44945577,0.019215715,19215.71523,41.60548402,Abdomen Coil,34.87430261,34.76134182,5.213515724,52.43545517,34.76228404,51,-56.21818076,85.09302467,-79.21188712,No Error
2484,Head,148,37.56999157,0.019831048,19831.04777,45.5717801,Head Coil,34.46024807,34.16151647,7.021903447,47.19370121,38.14514425,25,-76.93793093,-12.91326697,-13.74674035,No Error
2485,Chest,485,44.60473369,0.006038029,6038.029397,33.87730353,Chest Coil,34.94885167,34.89451944,5.466560769,50.32851139,34.57493787,27,98.23256884,-26.07781215,82.19464289,No Error
2486,Pelvis,294,41.07206917,0.00940428,9404.279765,44.4626774,Pelvis Coil,34.78241276,34.53126668,5.173272905,52.84834971,35.77250485,52,-48.37572671,-25.13371682,-71.7061173,No Error
2487,Spine,165,41.69883763,0.019044757,19044.7568,30.9645738,Spine Coil,34.09003361,34.57551128,6.997721748,55.73485,37.02065448,49,-4.478730497,-115.3054091,195.0953388,No Error
2488,Shoulder,632,42.60838028,0.008077094,8077.09408,29.44648933,Shoulder Coil,34.60271762,34.58821157,4.781777991,46.28554605,37.52709264,61,-32.92117129,-168.4743651,-51.63562105,No Error
2489,Chest,680,42.51376314,0.005122256,5122.255968,33.53352164,Chest Coil,34.56839431,34.09234986,5.948089328,54.2849833,33.11513522,38,-31.21475008,128.4515867,-36.18761964,No Error
2490,Elbow,195,39.44829173,0.007946077,7946.076807,48.38100601,Elbow Coil,35.3550664,35.78123775,5.296864804,46.51574272,34.1783796,43,-145.4384375,-80.14791352,42.02443378,No Error
2491,Wrist,470,43.16578166,0.007073244,7073.243826,48.79966474,Wrist Coil,35.14804457,34.80642502,5.884913273,45.29781388,35.75388822,23,-173.2232705,-184.4861019,150.9041634,No Error
2492,Elbow,689,42.78522131,0.019463775,19463.77508,44.73919471,Elbow Coil,34.10600264,34.0002515,4.16654522,49.40945454,33.68402406,34,-170.0408092,-167.4111297,-32.6412686,No Error
2493,Spine,706,41.06786066,0.012143002,12143.00163,45.45003093,Spine Coil,34.59831227,34.97135146,5.25571437,47.96201461,36.53668004,32,111.0955034,197.7813074,-31.55261269,No Error
2494,Spine,486,38.7851629,0.050029722,10005.94448,47.57346471,Spine Coil,34.93283437,35.09724324,5.080412321,41.50733992,33.05942952,70,135.6373034,41.69371282,10.69493922,102
2495,Head,209,35.46306943,0.009894602,9894.602272,20.46778213,Head Coil,34.00575015,34.04128214,4.64295414,50.97027796,33.02936542,50,51.66257101,181.9917487,-26.09103112,No Error
2496,Wrist,357,41.39249895,0.014026165,14026.16496,27.13385974,Wrist Coil,34.732753,34.29796962,5.887318723,43.53647488,34.71027042,47,150.1079623,-102.9900061,-164.4689929,No Error
2497,Shoulder,188,38.03706546,0.011903193,11903.19271,40.9512303,Shoulder Coil,35.49946475,35.29342312,7.265666643,50.83531924,36.46682233,26,86.51527494,-44.80644982,61.71172552,No Error
2498,Hand,415,36.46993852,0.017368209,17368.2092,30.42066516,Hand Coil,34.06258933,33.82992892,6.951214005,43.93712018,33.27198732,31,-154.4557853,-61.30910918,-154.1886289,No Error
2499,Angio,489,40.69951986,0.006241627,6241.627454,45.92317427,Angio Coil,35.47275313,35.10128187,4.591607131,50.81446312,34.40815201,33,-38.07550022,-95.43419776,-76.12928909,No Error
2500,Spine,333,38.72574451,0.079830333,15966.06657,22.77684975,Spine Coil,34.0181905,34.12982144,4.665007683,61.90787139,33.46792052,33,53.55975092,-152.0299514,-87.37280987,102
2501,Knee,587,39.28642553,0.007125713,7125.713045,33.49801006,Knee Coil,34.3710271,34.33861451,5.279385464,49.94984588,36.33272658,26,-161.343764,-41.1333397,-135.3231718,No Error
2502,Foot,376,37.51625629,0.006630521,6630.520561,27.55724825,Foot Coil,34.71183501,35.11107948,3.769106652,47.65195513,34.6264292,49,189.9974313,167.8961318,-170.525209,No Error
2503,Foot,180,39.40863681,0.011057058,11057.05792,40.5578577,Foot Coil,34.50182063,34.00349703,3.562195662,49.19713644,33.48304813,42,-141.6933963,-179.66458,-84.65744019,No Error
2504,Angio,214,40.25002494,0.013111109,13111.10909,41.68090088,Angio Coil,34.9476494,34.9202299,4.703341103,44.57828001,33.74338026,59,113.0566248,71.34317361,-0.742702539,No Error
2505,Chest,533,39.47861015,0.01788945,17889.44969,43.31838278,Chest Coil,35.00119169,35.28136494,4.257502021,38.47334452,37.4504217,65,-91.33172753,-47.03249118,2.696102984,No Error
2506,Elbow,572,37.25781129,0.013887248,13887.2481,31.21076643,Elbow Coil,35.05312594,34.59061327,7.188115329,51.99029523,35.87002289,22,73.34228861,-119.1315194,-185.3875701,No Error
2507,Pelvis,523,44.74047792,0.007640825,7640.824931,45.43269994,Pelvis Coil,35.42794396,35.76640997,5.97052366,54.0379988,33.19302921,48,62.01058865,172.2797304,95.35915187,No Error
2508,Spine,674,43.45159756,0.009422106,9422.105908,42.61140266,Spine Coil,35.17446034,35.08609845,5.383430193,45.90790856,34.48067107,70,-184.7087983,90.25463709,-186.4096271,No Error
2509,Foot,366,43.57045269,0.01042394,10423.94021,24.83209206,Foot Coil,35.29060468,35.01122162,2.845141846,58.8216778,32.99037298,21,-114.6988157,-94.87345518,-192.6993852,7
2510,Abdomen,528,44.36696866,0.018846577,18846.57662,27.3251546,Abdomen Coil,34.97059026,34.64242354,5.366416116,53.98871883,33.75474498,30,32.71826728,-188.5565548,-90.33202563,No Error
2511,Angio,319,41.42941285,0.019091705,19091.70466,40.61270574,Angio Coil,34.62156104,34.22674207,5.284099674,39.68350001,35.43335002,40,-133.058174,91.38115818,128.5624667,No Error
2512,Spine,510,42.35267899,0.017889614,17889.61375,33.56591954,Spine Coil,35.06384433,35.48300986,7.101381993,49.22668467,34.82933361,56,-27.07749043,4.912815009,-51.72907854,No Error
2513,Head,507,40.11634852,0.015649782,15649.78193,24.13134255,Head Coil,34.4183837,34.37586894,4.24303319,41.26990674,37.71244458,58,-129.5580663,-90.80836018,-147.636732,No Error
2514,Chest,209,36.94314346,0.009052953,9052.953496,29.57788415,Chest Coil,34.10564758,33.70912686,4.395084243,50.68317086,36.80317122,35,114.4213087,-174.9070053,-189.8797466,No Error
2515,Pelvis,539,39.18291843,0.005629499,5629.498837,30.47094626,Pelvis Coil,35.02164442,34.77142051,5.473402104,47.37987617,34.03902161,65,-177.959844,100.0138293,-66.29560008,No Error
2516,Head,169,40.03575046,0.014061112,14061.11199,24.36288415,Head Coil,34.0785811,33.72980063,3.826929048,52.65678819,34.92873191,25,189.9017461,128.9233283,-113.4268332,No Error
2517,Elbow,314,35.43669836,0.010724358,10724.35823,10.35342316,Elbow Coil,34.11286767,34.15560372,6.09513268,47.80370233,37.18199623,42,-134.972531,174.1459517,20.41454015,7
2518,Head,574,36.15692723,0.018707333,18707.33252,43.0137464,Head Coil,34.67767106,34.28798771,4.718690195,52.91676176,35.90778929,24,154.7048701,14.3260895,-146.2473994,No Error
2519,Foot,163,42.46812727,0.0085045,8504.499881,22.5377957,Foot Coil,35.03868802,35.39304176,6.412001596,50.44218327,38.74509764,54,179.7020074,71.56277472,-25.58005101,No Error
2520,Hand,384,42.31291957,0.010651692,10651.69219,42.34147145,Hand Coil,34.39514824,34.4827796,5.759955944,57.0178733,36.82884785,29,44.27065961,-19.31305443,8.890418307,No Error
2521,Elbow,395,38.31793272,0.016214826,16214.82596,35.08925816,Elbow Coil,34.56280216,34.32193998,3.590420943,48.60514295,34.64275785,51,93.11270694,199.8103749,-156.5099707,No Error
2522,Abdomen,418,40.10437199,0.013578715,13578.71452,48.73197936,Abdomen Coil,35.41792254,35.00400768,5.082205262,49.14397702,34.23131002,61,-9.549942362,110.2301794,8.742411897,No Error
2523,Pelvis,145,39.31147444,0.006049731,6049.730524,35.91215833,Pelvis Coil,34.73808322,34.43147462,5.658444815,49.84873515,31.60608928,52,-20.72582961,196.3860449,-114.9701327,No Error
2524,Shoulder,330,38.31968043,0.016222906,16222.9057,31.31164262,Shoulder Coil,34.49696405,34.1159416,4.271785008,42.49820091,33.88672191,42,67.71170532,185.6601985,110.2852931,No Error
2525,Shoulder,412,36.47438283,0.009250179,9250.17861,34.08089945,Shoulder Coil,34.05108067,34.08174316,5.76200021,60.20234421,35.93463762,63,17.73569436,52.6213391,-57.26110814,No Error
2526,Angio,296,35.9855841,0.011274017,11274.01663,20.16624374,Angio Coil,35.09685923,35.57911584,5.13389968,52.21399148,36.49659712,28,-48.8142919,38.68226585,60.72872797,No Error
2527,Chest,570,44.52680446,0.018837202,18837.2019,30.18846192,Chest Coil,34.80276642,34.97968681,4.789564845,49.99231326,34.54786479,63,-54.04823944,-5.403926619,-109.2745854,No Error
2528,Spine,142,42.25847143,0.005563086,5563.085626,31.92252758,Spine Coil,34.72608286,34.3297614,7.430918399,43.29683401,34.36120758,33,38.06228137,-115.2305009,-60.49284736,No Error
2529,Wrist,342,42.40175995,0.005820046,5820.04622,43.81238938,Wrist Coil,35.09162674,34.62891168,5.05882262,56.994767,35.17015323,54,-10.66108804,184.5358148,-24.15311679,No Error
2530,Knee,199,42.86637491,0.010302449,10302.44905,28.1165278,Knee Coil,35.42608396,35.03432868,5.512114782,60.30484094,34.59615298,25,179.1937073,8.267067235,134.4896951,No Error
2531,Spine,469,35.98185602,0.010268766,10268.76581,32.93365512,Spine Coil,34.35927955,34.68380326,6.50647206,56.55653703,33.88426353,24,-63.28290199,87.28061596,-133.6618003,No Error
2532,Abdomen,301,44.55019416,0.009388704,9388.703831,31.09845943,Abdomen Coil,35.2502697,34.87925192,5.228473339,52.7071615,33.76351033,31,-166.8800964,-89.40087902,22.43537204,No Error
2533,Knee,134,39.78137897,0.005301118,5301.118328,45.86187518,Knee Coil,34.90683329,35.19547817,5.828439418,52.59174599,34.9533239,25,-57.28529694,42.6611825,145.5552663,No Error
2534,Foot,391,35.7469937,0.015548631,15548.63085,48.4701918,Foot Coil,34.30474795,34.67555473,6.391908046,55.46754928,31.82421461,60,-71.07904955,180.340322,-128.1470074,No Error
2535,Abdomen,437,39.22342028,0.018568608,18568.60841,36.73591039,Abdomen Coil,34.68187276,34.29496854,3.350661534,53.47842746,36.05411242,56,-93.01688411,18.42071101,101.4920987,No Error
2536,Spine,527,42.21634474,0.009853783,9853.783168,46.98955164,Spine Coil,34.1545966,34.33092239,6.118660345,72.55898612,37.51622192,70,-95.930316,155.7957028,61.90517842,201
